title,link,published,country,source,summary,Combined_Text,Language
How can Mumbai Indians top IPL 2025 Points Table? All scenarios explained,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/how-can-mumbai-indians-top-the-ipl-2025-points-table-all-scenarios-explained/articleshow/121331820.cms,"Thu, 22 May 2025 11:29:06 +0530",India,Times of India,"Mumbai Indians secured their playoff spot in IPL 2025 with a dominant victory over Delhi Capitals, setting the stage for a thrilling finish. To clinch a top-two position, MI must defeat Punjab Kings and hope for multiple losses from Gujarat Titans, Royal Challengers Bengaluru, and Punjab Kings in their remaining matches.","How can Mumbai Indians top IPL 2025 Points Table? All scenarios explained Mumbai Indians secured their playoff spot in IPL 2025 with a dominant victory over Delhi Capitals, setting the stage for a thrilling finish. To clinch a top-two position, MI must defeat Punjab Kings and hope for multiple losses from Gujarat Titans, Royal Challengers Bengaluru, and Punjab Kings in their remaining matches.",en
'8th time Trump made this claim': Cong questions PM Modi's 'silence' on India-Pak,https://timesofindia.indiatimes.com/india/8th-time-trump-made-this-claim-congress-questions-pm-modis-silence-on-us-taking-credit-for-india-pakistan-ceasefire/articleshow/121329731.cms,"Thu, 22 May 2025 09:49:34 +0530",India,Times of India,"Congress leader Pawan Khera has criticized Prime Minister Modi's silence regarding President Trump's repeated claims of brokering peace between India and Pakistan. Trump asserted he used trade negotiations to halt 'Operation Sindoor,' a claim India refutes.","'8th time Trump made this claim': Cong questions PM Modi's 'silence' on India-Pak Congress leader Pawan Khera has criticized Prime Minister Modi's silence regarding President Trump's repeated claims of brokering peace between India and Pakistan. Trump asserted he used trade negotiations to halt 'Operation Sindoor,' a claim India refutes.",en
Who is Elias Rodriguez? Suspect in killing two Israeli embassy staffers in Washington,https://timesofindia.indiatimes.com/world/us/who-is-elias-rodriguez-suspect-arrested-for-killing-two-israeli-embassy-staffers-in-washington/articleshow/121331447.cms,"Thu, 22 May 2025 11:25:48 +0530",India,Times of India,"In Washington, DC, a tragic shooting occurred outside the Jewish Museum, resulting in the deaths of two Israeli embassy staff members. Elias Rodriguez, a 30-year-old from Chicago, was apprehended after the incident, during which he chanted ""Free, free Palestine."" Authorities are investigating the motives behind the attack, with President Trump condemning it as antisemitic.","Who is Elias Rodriguez? Suspect in killing two Israeli embassy staffers in Washington In Washington, DC, a tragic shooting occurred outside the Jewish Museum, resulting in the deaths of two Israeli embassy staff members. Elias Rodriguez, a 30-year-old from Chicago, was apprehended after the incident, during which he chanted ""Free, free Palestine."" Authorities are investigating the motives behind the attack, with President Trump condemning it as antisemitic.",en
SBI bank manager who refused to speak Kannada in Bengaluru's Chandapura transferred,https://timesofindia.indiatimes.com/city/bengaluru/respect-local-language-says-siddaramaiah-condemns-bank-managers-refusal-to-speak-in-kannada/articleshow/121323490.cms,"Thu, 22 May 2025 00:03:04 +0530",India,Times of India,"Karnataka Chief Minister Siddaramaiah condemned an SBI branch manager in Chandapura for refusing to speak Kannada with a customer, sparking public outrage and protests. Following the incident, which was captured in a viral video, the manager was transferred. MP Tejasvi Surya also criticized the manager's behavior, emphasizing the importance of communicating in the local language.","SBI bank manager who refused to speak Kannada in Bengaluru's Chandapura transferred Karnataka Chief Minister Siddaramaiah condemned an SBI branch manager in Chandapura for refusing to speak Kannada with a customer, sparking public outrage and protests. Following the incident, which was captured in a viral video, the manager was transferred. MP Tejasvi Surya also criticized the manager's behavior, emphasizing the importance of communicating in the local language.",en
"Walmart to slash 1,500 jobs in efforts to streamline operation",https://timesofindia.indiatimes.com/business/international-business/walmart-to-slash-1500-jobs-in-efforts-to-streamline-operation/articleshow/121330631.cms,"Thu, 22 May 2025 11:03:39 +0530",India,Times of India,"Walmart is set to lay off 1,500 employees across its global technology division, e-commerce roles, and advertising arm as part of a restructuring effort to streamline operations. The company aims to sharpen its focus and accelerate progress in delivering future retail experiences.","Walmart to slash 1,500 jobs in efforts to streamline operation Walmart is set to lay off 1,500 employees across its global technology division, e-commerce roles, and advertising arm as part of a restructuring effort to streamline operations. The company aims to sharpen its focus and accelerate progress in delivering future retail experiences.",en
Pakistan expels Indian high commission official,https://timesofindia.indiatimes.com/world/pakistan/pakistan-expels-indian-high-commission-official/articleshow/121329713.cms,"Thu, 22 May 2025 10:01:56 +0530",India,Times of India,"Pakistan has expelled an Indian high commission staff member, mirroring India's expulsion of a Pakistani official for alleged spying. This reciprocal action escalates tensions following a terror attack in Jammu &amp; Kashmir and India's subsequent strikes on terror camps. Despite Pakistan's attempted retaliation, a ceasefire was established after discussions between top army officers from both nations.","Pakistan expels Indian high commission official Pakistan has expelled an Indian high commission staff member, mirroring India's expulsion of a Pakistani official for alleged spying. This reciprocal action escalates tensions following a terror attack in Jammu &amp; Kashmir and India's subsequent strikes on terror camps. Despite Pakistan's attempted retaliation, a ceasefire was established after discussions between top army officers from both nations.",en
"Gold price prediction: Is gold headed for Rs 98,000?",https://timesofindia.indiatimes.com/business/india-business/gold-silver-price-prediction-today-whats-the-gold-rate-outlook-for-may-22-2025-is-it-headed-for-rs-98000-should-you-buy-or-sell/articleshow/121329689.cms,"Thu, 22 May 2025 10:00:00 +0530",India,Times of India,"Gold and silver price prediction: MCX Gold is poised for an upswing, potentially reaching Rs 98,000 if it breaches the Rs 95,700 resistance, supported by a positive RSI trend. Similarly, MCX Silver's breakout from its consolidation range suggests a climb to Rs 1,01,800, fueled by rising bullish momentum. Traders should monitor key support levels for both metals.","Gold price prediction: Is gold headed for Rs 98,000? Gold and silver price prediction: MCX Gold is poised for an upswing, potentially reaching Rs 98,000 if it breaches the Rs 95,700 resistance, supported by a positive RSI trend. Similarly, MCX Silver's breakout from its consolidation range suggests a climb to Rs 1,01,800, fueled by rising bullish momentum. Traders should monitor key support levels for both metals.",en
'Depraved act of terrorism': 2 Israeli embassy staffers killed near Jewish museum in DC,https://timesofindia.indiatimes.com/world/us/two-israeli-embassy-staff-members-shot-dead-near-jewish-museum-in-washington/articleshow/121329221.cms,"Thu, 22 May 2025 09:12:31 +0530",India,Times of India,,'Depraved act of terrorism': 2 Israeli embassy staffers killed near Jewish museum in DC ,en
小泉農相 高騰コメ対策 “国民が求めるスピード感で結果を”,http://www3.nhk.or.jp/news/html/20250522/k10014813291000.html,"Thu, 22 May 2025 18:12:39 +0900",Japan,NHK,新たに就任した小泉農林水産大臣は22日、農林水産省で訓示し、高騰が続くコメへの対策について「国民が求めているスピード感で結果を出す」と述べ、値下がりに向けて全省挙げて取り組む考えを強調しました。,小泉農相 高騰コメ対策 “国民が求めるスピード感で結果を” 新たに就任した小泉農林水産大臣は22日、農林水産省で訓示し、高騰が続くコメへの対策について「国民が求めているスピード感で結果を出す」と述べ、値下がりに向けて全省挙げて取り組む考えを強調しました。,ja
長野 須坂 長野電鉄3人死傷の事故 金属製パイプの小屋が衝突,http://www3.nhk.or.jp/news/html/20250522/k10014812871000.html,"Thu, 22 May 2025 21:00:38 +0900",Japan,NHK,21日、長野県須坂市で走行中の列車に金属製のパイプでできた小屋が衝突し、3人が死傷した事故で、小屋はトラクターなどを入れるために線路脇の畑に設置されていたものであることが警察などへの取材でわかりました。警察は強風で小屋が飛ばされたとみて詳しく調べています。,長野 須坂 長野電鉄3人死傷の事故 金属製パイプの小屋が衝突 21日、長野県須坂市で走行中の列車に金属製のパイプでできた小屋が衝突し、3人が死傷した事故で、小屋はトラクターなどを入れるために線路脇の畑に設置されていたものであることが警察などへの取材でわかりました。警察は強風で小屋が飛ばされたとみて詳しく調べています。,ja
米議会下院 減税法案を僅差で可決 トランプ政権の“重要政策”,http://www3.nhk.or.jp/news/html/20250522/k10014813881000.html,"Thu, 22 May 2025 21:12:32 +0900",Japan,NHK,アメリカの議会下院はトランプ政権が重要政策の1つとして掲げる減税策を盛り込んだ法案について22日、僅差で可決しました。,米議会下院 減税法案を僅差で可決 トランプ政権の“重要政策” アメリカの議会下院はトランプ政権が重要政策の1つとして掲げる減税策を盛り込んだ法案について22日、僅差で可決しました。,ja
備蓄米「随意契約」とは? 「競争入札」との違いは?,http://www3.nhk.or.jp/news/html/20250522/k10014813171000.html,"Thu, 22 May 2025 19:10:22 +0900",Japan,NHK,「随意契約」とは一般的に価格などの条件を踏まえて発注者が契約先を任意に決めることができる仕組みです。,備蓄米「随意契約」とは? 「競争入札」との違いは? 「随意契約」とは一般的に価格などの条件を踏まえて発注者が契約先を任意に決めることができる仕組みです。,ja
新たなガソリン補助措置22日から まず小売価格5円値下がりへ,http://www3.nhk.or.jp/news/html/20250522/k10014812601000.html,"Thu, 22 May 2025 18:29:51 +0900",Japan,NHK,ガソリン価格を抑えるため、定額で補助する政府の新たな措置が22日から始まりました。まずは全国平均の小売価格が5円値下がりするよう補助し、補助額が10円になるまで段階的に拡大されます。,新たなガソリン補助措置22日から まず小売価格5円値下がりへ ガソリン価格を抑えるため、定額で補助する政府の新たな措置が22日から始まりました。まずは全国平均の小売価格が5円値下がりするよう補助し、補助額が10円になるまで段階的に拡大されます。,ja
赤澤氏24日 関税交渉へ “農相交代 影響出ないよう万全期す”,http://www3.nhk.or.jp/news/html/20250522/k10014812851000.html,"Thu, 22 May 2025 19:37:22 +0900",Japan,NHK,アメリカの関税措置をめぐり赤澤経済再生担当大臣は、日本時間の24日、閣僚交渉に臨む予定です。現地での事務レベルの協議でアメリカ側が関心を示した分野を深掘りし、歩み寄りにつなげたい考えです。また、農林水産大臣が交代した影響が出ないよう、万全を期す考えを示しました。,赤澤氏24日 関税交渉へ “農相交代 影響出ないよう万全期す” アメリカの関税措置をめぐり赤澤経済再生担当大臣は、日本時間の24日、閣僚交渉に臨む予定です。現地での事務レベルの協議でアメリカ側が関心を示した分野を深掘りし、歩み寄りにつなげたい考えです。また、農林水産大臣が交代した影響が出ないよう、万全を期す考えを示しました。,ja
吉本興業のタレント6人が略式起訴 オンラインカジノで賭博の罪,http://www3.nhk.or.jp/news/html/20250522/k10014813651000.html,"Thu, 22 May 2025 19:35:44 +0900",Japan,NHK,オンラインカジノで金を賭けたとして書類送検された吉本興業のタレント6人が22日、賭博の罪で略式起訴されました。,吉本興業のタレント6人が略式起訴 オンラインカジノで賭博の罪 オンラインカジノで金を賭けたとして書類送検された吉本興業のタレント6人が22日、賭博の罪で略式起訴されました。,ja
Israel accuses Europe of 'antisemitic incitement' after Washington shooting,https://www.channelnewsasia.com/world/israel-accuses-europe-antisemitic-incitement-after-washington-shooting-5147051,"Thu, 22 May 2025 19:45:00 +0800",Singapore,Channel News Asia,,Israel accuses Europe of 'antisemitic incitement' after Washington shooting ,en
Macron to pitch France as reliable alternative on Asia tour amid US-China rivalry,https://www.channelnewsasia.com/world/emmanuel-macron-france-pitch-reliable-alternative-asia-tour-us-china-rivalry-5147101,"Thu, 22 May 2025 19:43:00 +0800",Singapore,Channel News Asia,,Macron to pitch France as reliable alternative on Asia tour amid US-China rivalry ,en
'All of that work has just vanished': Yale-NUS faculty criticise handling of library books,https://www.channelnewsasia.com/singapore/yale-nus-faculty-library-books-recycled-5146896,"Thu, 22 May 2025 19:42:26 +0800",Singapore,Channel News Asia,Two professors said they were not informed about any opportunity to claim the books before they were disposed of.,'All of that work has just vanished': Yale-NUS faculty criticise handling of library books Two professors said they were not informed about any opportunity to claim the books before they were disposed of.,en
Thai ex-PM Yingluck ordered to pay US$305 million in damages over rice scheme,https://www.channelnewsasia.com/asia/thailand-ex-pm-yingluck-ordered-pay-us305-million-damages-rice-scheme-5147006,"Thu, 22 May 2025 19:26:17 +0800",Singapore,Channel News Asia,,Thai ex-PM Yingluck ordered to pay US$305 million in damages over rice scheme ,en
E-commerce company Allegro goes local to stand out from Asian competitors,https://www.channelnewsasia.com/business/e-commerce-company-allegro-goes-local-stand-out-asian-competitors-5147071,"Thu, 22 May 2025 19:24:00 +0800",Singapore,Channel News Asia,,E-commerce company Allegro goes local to stand out from Asian competitors ,en
"China's BYD outsells Tesla in Europe for first time, report says",https://www.channelnewsasia.com/business/chinas-byd-outsells-tesla-europe-first-time-report-says-5146966,"Thu, 22 May 2025 19:14:00 +0800",Singapore,Channel News Asia,,"China's BYD outsells Tesla in Europe for first time, report says ",en
Analog Devices forecasts third-quarter results above estimates,https://www.channelnewsasia.com/business/analog-devices-forecasts-third-quarter-results-above-estimates-5147036,"Thu, 22 May 2025 19:11:54 +0800",Singapore,Channel News Asia,,Analog Devices forecasts third-quarter results above estimates ,en
"Aprilia expect Martin to honour contract, warn rivals to back off",https://www.channelnewsasia.com/sport/aprilia-expect-martin-honour-contract-warn-rivals-back-5146951,"Thu, 22 May 2025 18:39:51 +0800",Singapore,Channel News Asia,,"Aprilia expect Martin to honour contract, warn rivals to back off ",en
Germany coach Nagelsmann calls up two newcomers in Nations League squad,https://www.channelnewsasia.com/sport/germany-coach-nagelsmann-calls-up-two-newcomers-nations-league-squad-5146921,"Thu, 22 May 2025 18:29:29 +0800",Singapore,Channel News Asia,,Germany coach Nagelsmann calls up two newcomers in Nations League squad ,en
Convicted Indonesian military general set to get key finance ministry post,https://www.channelnewsasia.com/asia/convited-indonesian-military-general-key-finance-ministry-post-5146906,"Thu, 22 May 2025 18:28:47 +0800",Singapore,Channel News Asia,,Convicted Indonesian military general set to get key finance ministry post ,en
South Africans praise Ramaphosa for keeping cool amid Trump attack,https://www.channelnewsasia.com/world/south-africans-praise-ramaphosa-keeping-cool-amid-trump-attack-5146756,"Thu, 22 May 2025 18:09:00 +0800",Singapore,Channel News Asia,,South Africans praise Ramaphosa for keeping cool amid Trump attack ,en
"Shein says EU fees, French penalties would increase prices in France",https://www.channelnewsasia.com/business/shein-says-eu-fees-french-penalties-would-increase-prices-france-5146856,"Thu, 22 May 2025 18:08:24 +0800",Singapore,Channel News Asia,,"Shein says EU fees, French penalties would increase prices in France ",en
Commentary: Will 4G Cabinet appointees’ experience in stable times pay off in an unpredictable world?,https://www.channelnewsasia.com/commentary/singapore-pm-lawrence-wong-cabinet-reshuffle-new-changes-5146486,"Thu, 22 May 2025 18:06:00 +0800",Singapore,Channel News Asia,"Prime Minister Lawrence Wong’s first full Cabinet after GE2025 offers familiarity and experience. How this works out in less predictable, more contentious times will be the question, says NUS political scientist Chong Ja Ian.","Commentary: Will 4G Cabinet appointees’ experience in stable times pay off in an unpredictable world? Prime Minister Lawrence Wong’s first full Cabinet after GE2025 offers familiarity and experience. How this works out in less predictable, more contentious times will be the question, says NUS political scientist Chong Ja Ian.",en
"Trophies are not the only way to judge success, says Arsenal's Arteta",https://www.channelnewsasia.com/sport/trophies-are-not-only-way-judge-success-says-arsenals-arteta-5146861,"Thu, 22 May 2025 18:03:59 +0800",Singapore,Channel News Asia,,"Trophies are not the only way to judge success, says Arsenal's Arteta ",en
Police seize rogue Napoli merchandise ahead of title decider,https://www.channelnewsasia.com/sport/police-seize-rogue-napoli-merchandise-ahead-title-decider-5146831,"Thu, 22 May 2025 18:02:26 +0800",Singapore,Channel News Asia,,Police seize rogue Napoli merchandise ahead of title decider ,en
"Zimbabwe win toss, put England into bat in one-off test",https://www.channelnewsasia.com/sport/zimbabwe-win-toss-put-england-bat-one-test-5146836,"Thu, 22 May 2025 17:59:11 +0800",Singapore,Channel News Asia,,"Zimbabwe win toss, put England into bat in one-off test ",en
Ado concert in Singapore: The mysterious Japanese singer shows off powerhouse vocals in one-of-a-kind experience,https://www.channelnewsasia.com/entertainment/ado-singapore-concert-2025-hibana-5146491,"Thu, 22 May 2025 17:51:21 +0800",Singapore,Channel News Asia,"Titled Hibana, Ado’s concert on Wednesday night (May 21) is the first-ever Singapore show for the acclaimed Japanese singer, whose identity remains unknown to the public.","Ado concert in Singapore: The mysterious Japanese singer shows off powerhouse vocals in one-of-a-kind experience Titled Hibana, Ado’s concert on Wednesday night (May 21) is the first-ever Singapore show for the acclaimed Japanese singer, whose identity remains unknown to the public.",en
ERP rates to go down by S$1 at 5 locations during June school holidays,https://www.channelnewsasia.com/singapore/erp-rates-go-down-1-june-school-holidays-2025-aye-cte-pie-5146726,"Thu, 22 May 2025 17:50:40 +0800",Singapore,Channel News Asia,,ERP rates to go down by S$1 at 5 locations during June school holidays ,en
Thailand to require medical certificates for buying cannabis,https://www.channelnewsasia.com/asia/thailand-medical-certificate-buying-cannabis-5146801,"Thu, 22 May 2025 17:45:37 +0800",Singapore,Channel News Asia,,Thailand to require medical certificates for buying cannabis ,en
"Man jailed for selling counterfeit iPhones to maids, labourers",https://www.channelnewsasia.com/singapore/two-men-brought-counterfeit-iphones-singapore-dupe-migrant-workers-buying-jailed-state-courts-5146766,"Thu, 22 May 2025 17:43:01 +0800",Singapore,Channel News Asia,"Hu Haijun targeted such foreign workers because he believed they were easier to cheat. His friend, Hu Zhen Jie, was also jailed for his part in the scam.","Man jailed for selling counterfeit iPhones to maids, labourers Hu Haijun targeted such foreign workers because he believed they were easier to cheat. His friend, Hu Zhen Jie, was also jailed for his part in the scam.",en
Malaysia welcomes joint statement calling for resumption of humanitarian aid in Gaza,https://www.thestar.com.my/news/nation/2025/05/22/malaysia-welcomes-joint-statement-calling-for-resumption-of-humanitarian-aid-in-gaza,"Thu, 22 May 2025 20:03:00 +08:00",Malaysia,The Star,"PUTRAJAYA: Malaysia has welcomed the joint statement issued on May 19 by the foreign ministers of 23 donor countries to Palestine, calling for the immediate and full resumption of humanitarian aid into Gaza and condemning Israel's continued obstruction of life-saving assistance. <a href=""https://www.thestar.com.my/news/nation/2025/05/22/malaysia-welcomes-joint-statement-calling-for-resumption-of-humanitarian-aid-in-gaza"">Read full story</a>","Malaysia welcomes joint statement calling for resumption of humanitarian aid in Gaza PUTRAJAYA: Malaysia has welcomed the joint statement issued on May 19 by the foreign ministers of 23 donor countries to Palestine, calling for the immediate and full resumption of humanitarian aid into Gaza and condemning Israel's continued obstruction of life-saving assistance. <a href=""https://www.thestar.com.my/news/nation/2025/05/22/malaysia-welcomes-joint-statement-calling-for-resumption-of-humanitarian-aid-in-gaza"">Read full story</a>",en
Brazil&#039;s Senate approves bill to loosen environmental licensing,https://www.thestar.com.my/news/world/2025/05/22/brazil039s-senate-approves-bill-to-loosen-environmental-licensing,"Thu, 22 May 2025 19:36:00 +08:00",Malaysia,The Star,"BRASILIA (Reuters) -Brazil's Senate has approved legislation to loosen environmental licensing, despite criticism from climate policy groups and figures inside President Luiz Inacio Lula da Silva's government. <a href=""https://www.thestar.com.my/news/world/2025/05/22/brazil039s-senate-approves-bill-to-loosen-environmental-licensing"">Read full story</a>","Brazil&#039;s Senate approves bill to loosen environmental licensing BRASILIA (Reuters) -Brazil's Senate has approved legislation to loosen environmental licensing, despite criticism from climate policy groups and figures inside President Luiz Inacio Lula da Silva's government. <a href=""https://www.thestar.com.my/news/world/2025/05/22/brazil039s-senate-approves-bill-to-loosen-environmental-licensing"">Read full story</a>",en
"No further action on Teoh Beng Hock&#039;s death, says AG&#039;s Chambers",https://www.thestar.com.my/news/nation/2025/05/22/no-further-action-on-teoh-beng-hock039s-death-says-ag039s-chambers,"Thu, 22 May 2025 19:36:00 +08:00",Malaysia,The Star,"KUALA LUMPUR: The Attorney-General's Chambers (AGC) has directed that no further action (NFA) be taken in connection with the death of Teoh Beng Hock, which occurred on July 16, 2009 outside a fifth-floor corridor of Plaza Masalam in Shah Alam, Selangor. <a href=""https://www.thestar.com.my/news/nation/2025/05/22/no-further-action-on-teoh-beng-hock039s-death-says-ag039s-chambers"">Read full story</a>","No further action on Teoh Beng Hock&#039;s death, says AG&#039;s Chambers KUALA LUMPUR: The Attorney-General's Chambers (AGC) has directed that no further action (NFA) be taken in connection with the death of Teoh Beng Hock, which occurred on July 16, 2009 outside a fifth-floor corridor of Plaza Masalam in Shah Alam, Selangor. <a href=""https://www.thestar.com.my/news/nation/2025/05/22/no-further-action-on-teoh-beng-hock039s-death-says-ag039s-chambers"">Read full story</a>",en
New German chancellery chief calls for tougher Russia sanctions,https://www.thestar.com.my/news/world/2025/05/22/new-german-chancellery-chief-calls-for-tougher-russia-sanctions,"Thu, 22 May 2025 19:35:00 +08:00",Malaysia,The Star,"BERLIN (Reuters) -Europe needs to step ""out of its comfort zone"" and consider much tougher sanctions on Russia, such as bans on gas or uranium, or tapping into frozen Russian state assets, Thorsten Frei, the chief of staff of Germany's new chancellor, told Reuters. <a href=""https://www.thestar.com.my/news/world/2025/05/22/new-german-chancellery-chief-calls-for-tougher-russia-sanctions"">Read full story</a>","New German chancellery chief calls for tougher Russia sanctions BERLIN (Reuters) -Europe needs to step ""out of its comfort zone"" and consider much tougher sanctions on Russia, such as bans on gas or uranium, or tapping into frozen Russian state assets, Thorsten Frei, the chief of staff of Germany's new chancellor, told Reuters. <a href=""https://www.thestar.com.my/news/world/2025/05/22/new-german-chancellery-chief-calls-for-tougher-russia-sanctions"">Read full story</a>",en
Firefighters test readiness as Greece enters wildfire season,https://www.thestar.com.my/news/world/2025/05/22/firefighters-test-readiness-as-greece-enters-wildfire-season,"Thu, 22 May 2025 19:11:00 +08:00",Malaysia,The Star,"LAVRIO, Greece (Reuters) -On a hillside outside Athens, firefighters, rescuers and the army stand ready to tackle an encroaching wildfire near a summer camp - a scenario all too familiar in Greece, where climate change has made blazes more frequent and devastating. <a href=""https://www.thestar.com.my/news/world/2025/05/22/firefighters-test-readiness-as-greece-enters-wildfire-season"">Read full story</a>","Firefighters test readiness as Greece enters wildfire season LAVRIO, Greece (Reuters) -On a hillside outside Athens, firefighters, rescuers and the army stand ready to tackle an encroaching wildfire near a summer camp - a scenario all too familiar in Greece, where climate change has made blazes more frequent and devastating. <a href=""https://www.thestar.com.my/news/world/2025/05/22/firefighters-test-readiness-as-greece-enters-wildfire-season"">Read full story</a>",en
Police detain suspects for mosque break-ins,https://www.thestar.com.my/news/nation/2025/05/22/police-detain-suspects-for-mosque-break-ins,"Thu, 22 May 2025 19:09:00 +08:00",Malaysia,The Star,"KUALA PILAH: Police have detained two suspects allegedly involved in break-ins at five mosques. <a href=""https://www.thestar.com.my/news/nation/2025/05/22/police-detain-suspects-for-mosque-break-ins"">Read full story</a>","Police detain suspects for mosque break-ins KUALA PILAH: Police have detained two suspects allegedly involved in break-ins at five mosques. <a href=""https://www.thestar.com.my/news/nation/2025/05/22/police-detain-suspects-for-mosque-break-ins"">Read full story</a>",en
Penang state assembly approves two water-related Bills,https://www.thestar.com.my/news/nation/2025/05/22/penang-state-assembly-approves-two-water-related-bills,"Thu, 22 May 2025 19:05:00 +08:00",Malaysia,The Star,"GEORGE TOWN: The Penang State Assembly has unanimously approved two water-related Bills, namely the Penang Water Resources Enactment 2025 and the Penang Water Resources Board Enactment 2025. <a href=""https://www.thestar.com.my/news/nation/2025/05/22/penang-state-assembly-approves-two-water-related-bills"">Read full story</a>","Penang state assembly approves two water-related Bills GEORGE TOWN: The Penang State Assembly has unanimously approved two water-related Bills, namely the Penang Water Resources Enactment 2025 and the Penang Water Resources Board Enactment 2025. <a href=""https://www.thestar.com.my/news/nation/2025/05/22/penang-state-assembly-approves-two-water-related-bills"">Read full story</a>",en
EU brands just four countries as &#039;high risk&#039; under deforestation law,https://www.thestar.com.my/news/world/2025/05/22/eu-brands-just-four-countries-as-039high-risk039-under-deforestation-law,"Thu, 22 May 2025 18:58:00 +08:00",Malaysia,The Star,"BRUSSELS -Commodities from just four countries will face the strictest checks under the European Union's anti-deforestation law, with major forest nations including Brazil and Indonesia spared the toughest rules. <a href=""https://www.thestar.com.my/news/world/2025/05/22/eu-brands-just-four-countries-as-039high-risk039-under-deforestation-law"">Read full story</a>","EU brands just four countries as &#039;high risk&#039; under deforestation law BRUSSELS -Commodities from just four countries will face the strictest checks under the European Union's anti-deforestation law, with major forest nations including Brazil and Indonesia spared the toughest rules. <a href=""https://www.thestar.com.my/news/world/2025/05/22/eu-brands-just-four-countries-as-039high-risk039-under-deforestation-law"">Read full story</a>",en
"International cooperation needed for GLC investment probe, says MACC",https://www.thestar.com.my/news/nation/2025/05/22/international-cooperation-needed-for-glc-investment-probe-says-macc,"Thu, 22 May 2025 18:52:00 +08:00",Malaysia,The Star,"PUTRAJAYA: Cooperation from more than three countries is required in its investigation involving a GLC, says the Malaysian Anti-Corruption Commission (MACC). <a href=""https://www.thestar.com.my/news/nation/2025/05/22/international-cooperation-needed-for-glc-investment-probe-says-macc"">Read full story</a>","International cooperation needed for GLC investment probe, says MACC PUTRAJAYA: Cooperation from more than three countries is required in its investigation involving a GLC, says the Malaysian Anti-Corruption Commission (MACC). <a href=""https://www.thestar.com.my/news/nation/2025/05/22/international-cooperation-needed-for-glc-investment-probe-says-macc"">Read full story</a>",en
Chinese Premier Li Qiang to attend Asean-GCC Summit in Malaysia,https://www.thestar.com.my/aseanplus/aseanplus-news/2025/05/22/chinese-premier-li-qiang-to-attend-asean-gcc-summit-in-malaysia,"Thu, 22 May 2025 18:51:00 +08:00",Malaysia,The Star,"KUALA LUMPUR: (Bernama) Chinese Premier Li Qiang (pic) will attend the inaugural Asean-Gulf Cooperation Council (GCC)-China Summit in Kuala Lumpur next week. <a href=""https://www.thestar.com.my/aseanplus/aseanplus-news/2025/05/22/chinese-premier-li-qiang-to-attend-asean-gcc-summit-in-malaysia"">Read full story</a>","Chinese Premier Li Qiang to attend Asean-GCC Summit in Malaysia KUALA LUMPUR: (Bernama) Chinese Premier Li Qiang (pic) will attend the inaugural Asean-Gulf Cooperation Council (GCC)-China Summit in Kuala Lumpur next week. <a href=""https://www.thestar.com.my/aseanplus/aseanplus-news/2025/05/22/chinese-premier-li-qiang-to-attend-asean-gcc-summit-in-malaysia"">Read full story</a>",en
Sweden to charge jihadi over Jordanian pilot burned to death,https://www.dw.com/en/sweden-to-charge-jihadi-over-jordanian-pilot-burned-to-death/a-72634002?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"Sweden will charge a 31-year-old with war crimes and terrorism over his alleged role in a 2014 execution in Syria. The case revives memories of one of the most notorious killings by the ""Islamic State.""","Sweden to charge jihadi over Jordanian pilot burned to death Sweden will charge a 31-year-old with war crimes and terrorism over his alleged role in a 2014 execution in Syria. The case revives memories of one of the most notorious killings by the ""Islamic State.""",en
US House passes Donald Trump's tax cut and spending bill,https://www.dw.com/en/us-house-passes-donald-trump-s-tax-cut-and-spending-bill/a-72632835?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"The legislation would extend tax cuts that were enacted during Trump's first term in office.The ""One Big, Beautiful Act"" now will head to the Senate, where it is expected to see changes.","US House passes Donald Trump's tax cut and spending bill The legislation would extend tax cuts that were enacted during Trump's first term in office.The ""One Big, Beautiful Act"" now will head to the Senate, where it is expected to see changes.",en
Two shot dead outside Jewish museum in Washington,https://www.dw.com/en/two-shot-dead-outside-jewish-museum-in-washington/a-72628571?maca=en-rss-en-all-1573-rdf,,Germany,DW News,Two Israeli embassy staff have been shot dead outside a Jewish museum in Washington. World leaders condemned the attack amid fears of a rise in antisemitism.,Two shot dead outside Jewish museum in Washington Two Israeli embassy staff have been shot dead outside a Jewish museum in Washington. World leaders condemned the attack amid fears of a rise in antisemitism.,en
Is Trump's new Golden Dome defense system realistic?,https://www.dw.com/en/is-trump-s-new-golden-dome-defense-system-realistic/a-72627607?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"The ""Golden Dome"" US missile defense resembles Israel's interceptive Iron Dome system. However, the US plans go much further and seek to include threats from outer space.","Is Trump's new Golden Dome defense system realistic? The ""Golden Dome"" US missile defense resembles Israel's interceptive Iron Dome system. However, the US plans go much further and seek to include threats from outer space.",en
